profile,tR_us,page_kb,planes_per_die,die_cap_gb,channels,dies_per_channel,n_planes,capacity_TB,lanes,freq_mhz,ecc,batch,dense_fp8,ch_bw_gbps,tok_s,tpot_ms,J_per_token,bottleneck_expert,bottleneck_dense,sensed_GB_per_token,total_lanes
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,8,400.0,0.1,64,False,3.2,4.746,13485.8,2.44,compute,compute,17.2,24576
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,8,400.0,0.1,64,True,3.2,4.748,13480.1,2.33,compute,compute,16.4,24576
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,16,400.0,0.1,1,False,3.2,14.834,67.4,18.46,sense,sense,137.0,49152
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,16,400.0,0.1,1,True,3.2,23.198,43.1,11.26,sense,sense,83.1,49152
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,16,400.0,0.1,4,False,3.2,32.441,123.3,7.22,compute,sense,52.9,49152
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,16,400.0,0.1,4,True,3.2,40.407,99.0,5.42,compute,sense,39.5,49152
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,16,400.0,0.1,8,False,3.2,29.593,270.3,5.24,compute,sense,38.2,49152
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,16,400.0,0.1,8,True,3.2,32.024,249.8,4.34,compute,compute,31.4,49152
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,16,400.0,0.1,16,False,3.2,20.924,764.7,4.1,compute,compute,29.6,49152
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,16,400.0,0.1,16,True,3.2,21.082,758.9,3.64,compute,compute,26.2,49152
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,16,400.0,0.1,32,False,3.2,13.477,2374.3,3.25,compute,compute,23.3,49152
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,16,400.0,0.1,32,True,3.2,13.51,2368.6,3.03,compute,compute,21.6,49152
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,16,400.0,0.1,64,False,3.2,9.169,6979.8,2.44,compute,compute,17.2,49152
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,16,400.0,0.1,64,True,3.2,9.177,6974.0,2.33,compute,compute,16.4,49152
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,32,400.0,0.1,1,False,3.2,14.834,67.4,18.46,sense,sense,137.0,98304
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,32,400.0,0.1,1,True,3.2,23.198,43.1,11.26,sense,sense,83.1,98304
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,32,400.0,0.1,4,False,3.2,33.935,117.9,7.22,sense,sense,52.9,98304
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,32,400.0,0.1,4,True,3.2,42.752,93.6,5.42,sense,sense,39.5,98304
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,32,400.0,0.1,8,False,3.2,41.476,192.9,5.24,compute,sense,38.2,98304
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,32,400.0,0.1,8,True,3.2,47.457,168.6,4.34,compute,sense,31.4,98304
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,32,400.0,0.1,16,False,3.2,34.268,466.9,4.1,compute,sense,29.6,98304
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,32,400.0,0.1,16,True,3.2,35.843,446.4,3.64,compute,compute,26.2,98304
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,32,400.0,0.1,32,False,3.2,24.137,1325.8,3.25,compute,channel,23.3,98304
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,32,400.0,0.1,32,True,3.2,24.423,1310.2,3.03,compute,compute,21.6,98304
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,32,400.0,0.1,64,False,3.2,17.083,3746.4,2.44,compute,channel,17.2,98304
slc-mode-tlc-6pl,15,16,6,42.7,32,16,3072,21.86,32,400.0,0.1,64,True,3.2,17.2,3721.0,2.33,compute,compute,16.4,98304
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,1,400.0,0.1,1,False,3.2,9.883,101.2,18.46,compute,compute,137.0,3072
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,1,400.0,0.1,1,True,3.2,10.172,98.3,11.26,compute,compute,83.1,3072
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,1,400.0,0.1,4,False,3.2,4.63,863.9,7.22,compute,compute,52.9,3072
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,1,400.0,0.1,4,True,3.2,4.646,861.0,5.42,compute,compute,39.5,3072
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,1,400.0,0.1,8,False,3.2,2.743,2916.0,5.24,compute,compute,38.2,3072
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,1,400.0,0.1,8,True,3.2,2.746,2913.2,4.34,compute,compute,31.4,3072
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,1,400.0,0.1,16,False,3.2,1.582,10116.2,4.1,compute,compute,29.6,3072
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,1,400.0,0.1,16,True,3.2,1.582,10113.3,3.64,compute,compute,26.2,3072
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,1,400.0,0.1,32,False,3.2,0.939,34085.7,3.25,compute,compute,23.3,3072
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,1,400.0,0.1,32,True,3.2,0.939,34082.8,3.03,compute,compute,21.6,3072
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,1,400.0,0.1,64,False,3.2,0.612,104511.8,2.44,compute,compute,17.2,3072
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,1,400.0,0.1,64,True,3.2,0.612,104508.9,2.33,compute,compute,16.4,3072
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,4,400.0,0.1,1,False,3.2,16.259,61.5,18.46,compute,sense,137.0,12288
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,4,400.0,0.1,1,True,3.2,24.959,40.1,11.26,compute,sense,83.1,12288
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,4,400.0,0.1,4,False,3.2,16.588,241.1,7.22,compute,compute,52.9,12288
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,4,400.0,0.1,4,True,3.2,16.788,238.3,5.42,compute,compute,39.5,12288
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,4,400.0,0.1,8,False,3.2,10.328,774.6,5.24,compute,compute,38.2,12288
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,4,400.0,0.1,8,True,3.2,10.366,771.7,4.34,compute,compute,31.4,12288
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,4,400.0,0.1,16,False,3.2,6.119,2614.8,4.1,compute,compute,29.6,12288
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,4,400.0,0.1,16,True,3.2,6.126,2611.9,3.64,compute,compute,26.2,12288
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,4,400.0,0.1,32,False,3.2,3.685,8684.8,3.25,compute,compute,23.3,12288
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,4,400.0,0.1,32,True,3.2,3.686,8681.9,3.03,compute,compute,21.6,12288
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,4,400.0,0.1,64,False,3.2,2.421,26439.2,2.44,compute,compute,17.2,12288
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,4,400.0,0.1,64,True,3.2,2.421,26436.3,2.33,compute,compute,16.4,12288
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,8,400.0,0.1,1,False,3.2,16.637,60.1,18.46,sense,sense,137.0,24576
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,8,400.0,0.1,1,True,3.2,25.859,38.7,11.26,sense,sense,83.1,24576
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,8,400.0,0.1,4,False,3.2,26.294,152.1,7.22,compute,sense,52.9,24576
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,8,400.0,0.1,4,True,3.2,29.745,134.5,5.42,compute,compute,39.5,24576
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,8,400.0,0.1,8,False,3.2,19.152,417.7,5.24,compute,compute,38.2,24576
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,8,400.0,0.1,8,True,3.2,19.284,414.8,4.34,compute,compute,31.4,24576
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,8,400.0,0.1,16,False,3.2,11.725,1364.6,4.1,compute,compute,29.6,24576
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,8,400.0,0.1,16,True,3.2,11.75,1361.7,3.64,compute,compute,26.2,24576
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,8,400.0,0.1,32,False,3.2,7.189,4451.3,3.25,compute,compute,23.3,24576
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,8,400.0,0.1,32,True,3.2,7.193,4448.5,3.03,compute,compute,21.6,24576
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,8,400.0,0.1,64,False,3.2,4.766,13427.1,2.44,compute,compute,17.2,24576
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,8,400.0,0.1,64,True,3.2,4.768,13424.2,2.33,compute,compute,16.4,24576
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,16,400.0,0.1,1,False,3.2,16.637,60.1,18.46,sense,sense,137.0,49152
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,16,400.0,0.1,1,True,3.2,25.859,38.7,11.26,sense,sense,83.1,49152
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,16,400.0,0.1,4,False,3.2,35.712,112.0,7.22,compute,sense,52.9,49152
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,16,400.0,0.1,4,True,3.2,44.164,90.6,5.42,compute,sense,39.5,49152
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,16,400.0,0.1,8,False,3.2,31.49,254.0,5.24,compute,sense,38.2,49152
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,16,400.0,0.1,8,True,3.2,33.841,236.4,4.34,compute,compute,31.4,49152
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,16,400.0,0.1,16,False,3.2,21.638,739.4,4.1,compute,compute,29.6,49152
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,16,400.0,0.1,16,True,3.2,21.723,736.6,3.64,compute,compute,26.2,49152
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,16,400.0,0.1,32,False,3.2,13.707,2334.6,3.25,compute,compute,23.3,49152
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,16,400.0,0.1,32,True,3.2,13.724,2331.7,3.03,compute,compute,21.6,49152
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,16,400.0,0.1,64,False,3.2,9.247,6921.0,2.44,compute,compute,17.2,49152
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,16,400.0,0.1,64,True,3.2,9.251,6918.2,2.33,compute,compute,16.4,49152
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,32,400.0,0.1,1,False,3.2,16.637,60.1,18.46,sense,sense,137.0,98304
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,32,400.0,0.1,1,True,3.2,25.859,38.7,11.26,sense,sense,83.1,98304
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,32,400.0,0.1,4,False,3.2,37.531,106.6,7.22,sense,sense,52.9,98304
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,32,400.0,0.1,4,True,3.2,46.981,85.1,5.42,sense,sense,39.5,98304
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,32,400.0,0.1,8,False,3.2,45.301,176.6,5.24,compute,sense,38.2,98304
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,32,400.0,0.1,8,True,3.2,51.56,155.2,4.34,compute,sense,31.4,98304
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,32,400.0,0.1,16,False,3.2,36.227,441.7,4.1,compute,sense,29.6,98304
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,32,400.0,0.1,16,True,3.2,37.736,424.0,3.64,compute,compute,26.2,98304
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,32,400.0,0.1,32,False,3.2,24.978,1281.1,3.25,compute,channel,23.3,98304
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,32,400.0,0.1,32,True,3.2,25.13,1273.4,3.03,compute,compute,21.6,98304
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,32,400.0,0.1,64,False,3.2,17.402,3677.8,2.44,compute,channel,17.2,98304
slc-mode-tlc-6pl,15,16,6,42.7,64,8,3072,21.86,32,400.0,0.1,64,True,3.2,17.462,3665.1,2.33,compute,compute,16.4,98304
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,1,400.0,0.0,1,False,3.2,1.18,847.8,17.13,compute,sense,137.0,384
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,1,400.0,0.0,1,True,3.2,1.344,744.0,10.45,compute,compute,83.1,384
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,1,400.0,0.0,4,False,3.2,0.593,6746.1,6.7,compute,compute,52.9,384
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,1,400.0,0.0,4,True,3.2,0.595,6725.4,5.03,compute,compute,39.5,384
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,1,400.0,0.0,8,False,3.2,0.348,23003.5,4.87,compute,compute,38.2,384
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,1,400.0,0.0,8,True,3.2,0.348,22982.9,4.04,compute,compute,31.4,384
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,1,400.0,0.0,16,False,3.2,0.199,80286.1,3.81,compute,compute,29.6,384
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,1,400.0,0.0,16,True,3.2,0.199,80265.4,3.39,compute,compute,26.2,384
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,1,400.0,0.0,32,False,3.2,0.118,271406.8,3.03,compute,compute,23.3,384
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,1,400.0,0.0,32,True,3.2,0.118,271386.2,2.82,compute,compute,21.6,384
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,1,400.0,0.0,64,False,3.2,0.077,833553.4,2.27,compute,compute,17.2,384
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,1,400.0,0.0,64,True,3.2,0.077,833532.7,2.17,compute,compute,16.4,384
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,4,400.0,0.0,1,False,3.2,1.6,625.0,17.13,sense,sense,137.0,1536
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,4,400.0,0.0,1,True,3.2,2.621,381.5,10.45,sense,sense,83.1,1536
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,4,400.0,0.0,4,False,3.2,2.165,1847.4,6.7,compute,sense,52.9,1536
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,4,400.0,0.0,4,True,3.2,2.294,1743.5,5.03,compute,compute,39.5,1536
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,4,400.0,0.0,8,False,3.2,1.362,5872.2,4.87,compute,compute,38.2,1536
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,4,400.0,0.0,8,True,3.2,1.367,5851.5,4.04,compute,compute,31.4,1536
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,4,400.0,0.0,16,False,3.2,0.789,20274.7,3.81,compute,compute,29.6,1536
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,4,400.0,0.0,16,True,3.2,0.79,20254.0,3.39,compute,compute,26.2,1536
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,4,400.0,0.0,32,False,3.2,0.469,68199.9,3.03,compute,compute,23.3,1536
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,4,400.0,0.0,32,True,3.2,0.469,68179.2,2.82,compute,compute,21.6,1536
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,4,400.0,0.0,64,False,3.2,0.306,208972.7,2.27,compute,compute,17.2,1536
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,4,400.0,0.0,64,True,3.2,0.306,208952.0,2.17,compute,compute,16.4,1536
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,8,400.0,0.0,1,False,3.2,1.6,625.0,17.13,sense,sense,137.0,3072
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,8,400.0,0.0,1,True,3.2,2.621,381.5,10.45,sense,sense,83.1,3072
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,8,400.0,0.0,4,False,3.2,3.318,1205.4,6.7,compute,sense,52.9,3072
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,8,400.0,0.0,4,True,3.2,4.158,962.0,5.03,compute,sense,39.5,3072
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,8,400.0,0.0,8,False,3.2,2.581,3100.2,4.87,compute,sense,38.2,3072
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,8,400.0,0.0,8,True,3.2,2.67,2996.3,4.04,compute,compute,31.4,3072
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,8,400.0,0.0,16,False,3.2,1.558,10272.8,3.81,compute,compute,29.6,3072
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,8,400.0,0.0,16,True,3.2,1.561,10252.1,3.39,compute,compute,26.2,3072
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,8,400.0,0.0,32,False,3.2,0.932,34332.1,3.03,compute,compute,23.3,3072
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,8,400.0,0.0,32,True,3.2,0.933,34311.4,2.82,compute,compute,21.6,3072
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,8,400.0,0.0,64,False,3.2,0.61,104875.9,2.27,compute,compute,17.2,3072
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,8,400.0,0.0,64,True,3.2,0.61,104855.2,2.17,compute,compute,16.4,3072
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,16,400.0,0.0,1,False,3.2,1.6,625.0,17.13,sense,sense,137.0,6144
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,16,400.0,0.0,1,True,3.2,2.621,381.5,10.45,sense,sense,83.1,6144
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,16,400.0,0.0,4,False,3.2,4.082,979.8,6.7,sense,sense,52.9,6144
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,16,400.0,0.0,4,True,3.2,5.432,736.3,5.03,sense,sense,39.5,6144
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,16,400.0,0.0,8,False,3.2,4.299,1860.9,4.87,compute,sense,38.2,6144
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,16,400.0,0.0,8,True,3.2,4.946,1617.5,4.04,compute,sense,31.4,6144
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,16,400.0,0.0,16,False,3.2,2.988,5355.0,3.81,compute,sense,29.6,6144
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,16,400.0,0.0,16,True,3.2,3.047,5251.2,3.39,compute,compute,26.2,6144
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,16,400.0,0.0,32,False,3.2,1.839,17398.2,3.03,compute,compute,23.3,6144
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,16,400.0,0.0,32,True,3.2,1.841,17377.5,2.82,compute,compute,21.6,6144
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,16,400.0,0.0,64,False,3.2,1.211,52827.5,2.27,compute,compute,17.2,6144
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,16,400.0,0.0,64,True,3.2,1.212,52806.8,2.17,compute,compute,16.4,6144
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,32,400.0,0.0,1,False,3.2,1.6,625.0,17.13,sense,sense,137.0,12288
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,32,400.0,0.0,1,True,3.2,2.621,381.5,10.45,sense,sense,83.1,12288
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,32,400.0,0.0,4,False,3.2,4.082,979.8,6.7,sense,sense,52.9,12288
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,32,400.0,0.0,4,True,3.2,5.432,736.3,5.03,sense,sense,39.5,12288
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,32,400.0,0.0,8,False,3.2,5.613,1425.4,4.87,sense,sense,38.2,12288
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,32,400.0,0.0,8,True,3.2,6.769,1181.9,4.04,sense,sense,31.4,12288
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,32,400.0,0.0,16,False,3.2,5.258,3042.9,3.81,compute,sense,29.6,12288
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,32,400.0,0.0,16,True,3.2,5.715,2799.5,3.39,compute,sense,26.2,12288
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,32,400.0,0.0,32,False,3.2,3.55,9014.4,3.03,compute,sense,23.3,12288
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,32,400.0,0.0,32,True,3.2,3.591,8910.5,2.82,compute,compute,21.6,12288
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,32,400.0,0.0,64,False,3.2,2.381,26874.0,2.27,compute,channel,17.2,12288
slc-mode-tlc-6pl,25,16,6,42.7,8,8,384,2.73,32,400.0,0.0,64,True,3.2,2.39,26782.7,2.17,compute,compute,16.4,12288
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,1,400.0,0.0,1,False,3.2,1.217,821.5,17.13,compute,sense,137.0,384
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,1,400.0,0.0,1,True,3.2,1.374,728.0,10.45,compute,compute,83.1,384
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,1,400.0,0.0,4,False,3.2,0.597,6705.5,6.7,compute,compute,52.9,384
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,1,400.0,0.0,4,True,3.2,0.597,6695.1,5.03,compute,compute,39.5,384
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,1,400.0,0.0,8,False,3.2,0.349,22944.9,4.87,compute,compute,38.2,384
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,1,400.0,0.0,8,True,3.2,0.349,22934.6,4.04,compute,compute,31.4,384
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,1,400.0,0.0,16,False,3.2,0.2,80195.2,3.81,compute,compute,29.6,384
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,1,400.0,0.0,16,True,3.2,0.2,80184.9,3.39,compute,compute,26.2,384
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,1,400.0,0.0,32,False,3.2,0.118,271263.8,3.03,compute,compute,23.3,384
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,1,400.0,0.0,32,True,3.2,0.118,271253.4,2.82,compute,compute,21.6,384
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,1,400.0,0.0,64,False,3.2,0.077,833341.9,2.27,compute,compute,17.2,384
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,1,400.0,0.0,64,True,3.2,0.077,833331.6,2.17,compute,compute,16.4,384
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,4,400.0,0.0,1,False,3.2,1.67,598.7,17.13,sense,sense,137.0,1536
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,4,400.0,0.0,1,True,3.2,2.735,365.6,10.45,sense,sense,83.1,1536
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,4,400.0,0.0,4,False,3.2,2.214,1806.7,6.7,compute,sense,52.9,1536
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,4,400.0,0.0,4,True,3.2,2.335,1713.2,5.03,compute,compute,39.5,1536
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,4,400.0,0.0,8,False,3.2,1.376,5813.6,4.87,compute,compute,38.2,1536
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,4,400.0,0.0,8,True,3.2,1.379,5803.3,4.04,compute,compute,31.4,1536
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,4,400.0,0.0,16,False,3.2,0.793,20183.8,3.81,compute,compute,29.6,1536
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,4,400.0,0.0,16,True,3.2,0.793,20173.4,3.39,compute,compute,26.2,1536
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,4,400.0,0.0,32,False,3.2,0.47,68056.8,3.03,compute,compute,23.3,1536
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,4,400.0,0.0,32,True,3.2,0.47,68046.5,2.82,compute,compute,21.6,1536
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,4,400.0,0.0,64,False,3.2,0.307,208761.3,2.27,compute,compute,17.2,1536
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,4,400.0,0.0,64,True,3.2,0.307,208750.9,2.17,compute,compute,16.4,1536
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,8,400.0,0.0,1,False,3.2,1.67,598.7,17.13,sense,sense,137.0,3072
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,8,400.0,0.0,1,True,3.2,2.735,365.6,10.45,sense,sense,83.1,3072
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,8,400.0,0.0,4,False,3.2,3.434,1164.8,6.7,compute,sense,52.9,3072
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,8,400.0,0.0,4,True,3.2,4.293,931.7,5.03,compute,sense,39.5,3072
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,8,400.0,0.0,8,False,3.2,2.63,3041.5,4.87,compute,sense,38.2,3072
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,8,400.0,0.0,8,True,3.2,2.714,2948.0,4.04,compute,compute,31.4,3072
slc-mode-tlc-6pl,25,16,6,42.7,16,4,384,2.73,8,400.0,0.0,16,False,3.2,1.571,10181.9,3.81,compute,compute,29.6,3072
