profile,tR_us,page_kb,planes_per_die,die_cap_gb,channels,dies_per_channel,n_planes,capacity_TB,lanes,freq_mhz,ecc,batch,dense_fp8,ch_bw_gbps,tok_s,tpot_ms,J_per_token,bottleneck_expert,bottleneck_dense,sensed_GB_per_token,total_lanes
tlc,40,16,4,128,32,16,2048,65.54,32,400.0,0.1,16,False,3.2,19.562,817.9,4.1,sense,sense,29.6,65536
tlc,40,16,4,128,32,16,2048,65.54,32,400.0,0.1,16,True,3.2,21.767,735.1,3.64,sense,sense,26.2,65536
tlc,40,16,4,128,32,16,2048,65.54,32,400.0,0.1,32,False,3.2,16.264,1967.6,3.25,compute,sense,23.3,65536
tlc,40,16,4,128,32,16,2048,65.54,32,400.0,0.1,32,True,3.2,16.979,1884.7,3.03,compute,sense,21.6,65536
tlc,40,16,4,128,32,16,2048,65.54,32,400.0,0.1,64,False,3.2,11.783,5431.6,2.44,compute,channel,17.2,65536
tlc,40,16,4,128,32,16,2048,65.54,32,400.0,0.1,64,True,3.2,11.844,5403.4,2.33,compute,compute,16.4,65536
tlc,40,16,4,128,64,8,2048,65.54,1,400.0,0.1,1,False,3.2,4.317,231.7,18.46,compute,sense,137.0,2048
tlc,40,16,4,128,64,8,2048,65.54,1,400.0,0.1,1,True,3.2,6.532,153.1,11.26,compute,sense,83.1,2048
tlc,40,16,4,128,64,8,2048,65.54,1,400.0,0.1,4,False,3.2,3.114,1284.7,7.22,compute,compute,52.9,2048
tlc,40,16,4,128,64,8,2048,65.54,1,400.0,0.1,4,True,3.2,3.124,1280.4,5.42,compute,compute,39.5,2048
tlc,40,16,4,128,64,8,2048,65.54,1,400.0,0.1,8,False,3.2,1.838,4351.8,5.24,compute,compute,38.2,2048
tlc,40,16,4,128,64,8,2048,65.54,1,400.0,0.1,8,True,3.2,1.84,4347.5,4.34,compute,compute,31.4,2048
tlc,40,16,4,128,64,8,2048,65.54,1,400.0,0.1,16,False,3.2,1.058,15129.8,4.1,compute,compute,29.6,2048
tlc,40,16,4,128,64,8,2048,65.54,1,400.0,0.1,16,True,3.2,1.058,15125.5,3.64,compute,compute,26.2,2048
tlc,40,16,4,128,64,8,2048,65.54,1,400.0,0.1,32,False,3.2,0.627,51039.5,3.25,compute,compute,23.3,2048
tlc,40,16,4,128,64,8,2048,65.54,1,400.0,0.1,32,True,3.2,0.627,51035.2,3.03,compute,compute,21.6,2048
tlc,40,16,4,128,64,8,2048,65.54,1,400.0,0.1,64,False,3.2,0.409,156589.5,2.44,compute,compute,17.2,2048
tlc,40,16,4,128,64,8,2048,65.54,1,400.0,0.1,64,True,3.2,0.409,156585.2,2.33,compute,compute,16.4,2048
tlc,40,16,4,128,64,8,2048,65.54,4,400.0,0.1,1,False,3.2,4.867,205.5,18.46,sense,sense,137.0,8192
tlc,40,16,4,128,64,8,2048,65.54,4,400.0,0.1,1,True,3.2,7.88,126.9,11.26,sense,sense,83.1,8192
tlc,40,16,4,128,64,8,2048,65.54,4,400.0,0.1,4,False,3.2,9.233,433.2,7.22,compute,sense,52.9,8192
tlc,40,16,4,128,64,8,2048,65.54,4,400.0,0.1,4,True,3.2,11.278,354.7,5.42,compute,sense,39.5,8192
tlc,40,16,4,128,64,8,2048,65.54,4,400.0,0.1,8,False,3.2,6.946,1151.7,5.24,compute,sense,38.2,8192
tlc,40,16,4,128,64,8,2048,65.54,4,400.0,0.1,8,True,3.2,7.046,1135.4,4.34,compute,compute,31.4,8192
tlc,40,16,4,128,64,8,2048,65.54,4,400.0,0.1,16,False,3.2,4.126,3877.7,4.1,compute,compute,29.6,8192
tlc,40,16,4,128,64,8,2048,65.54,4,400.0,0.1,16,True,3.2,4.131,3873.3,3.64,compute,compute,26.2,8192
tlc,40,16,4,128,64,8,2048,65.54,4,400.0,0.1,32,False,3.2,2.473,12938.2,3.25,compute,compute,23.3,8192
tlc,40,16,4,128,64,8,2048,65.54,4,400.0,0.1,32,True,3.2,2.474,12933.9,3.03,compute,compute,21.6,8192
tlc,40,16,4,128,64,8,2048,65.54,4,400.0,0.1,64,False,3.2,1.621,39480.6,2.44,compute,compute,17.2,8192
tlc,40,16,4,128,64,8,2048,65.54,4,400.0,0.1,64,True,3.2,1.621,39476.3,2.33,compute,compute,16.4,8192
tlc,40,16,4,128,64,8,2048,65.54,8,400.0,0.1,1,False,3.2,4.867,205.5,18.46,sense,sense,137.0,16384
tlc,40,16,4,128,64,8,2048,65.54,8,400.0,0.1,1,True,3.2,7.88,126.9,11.26,sense,sense,83.1,16384
tlc,40,16,4,128,64,8,2048,65.54,8,400.0,0.1,4,False,3.2,12.074,331.3,7.22,sense,sense,52.9,16384
tlc,40,16,4,128,64,8,2048,65.54,8,400.0,0.1,4,True,3.2,15.828,252.7,5.42,sense,sense,39.5,16384
tlc,40,16,4,128,64,8,2048,65.54,8,400.0,0.1,8,False,3.2,11.645,687.0,5.24,compute,sense,38.2,16384
tlc,40,16,4,128,64,8,2048,65.54,8,400.0,0.1,8,True,3.2,13.149,608.4,4.34,compute,sense,31.4,16384
tlc,40,16,4,128,64,8,2048,65.54,8,400.0,0.1,16,False,3.2,7.943,2014.3,4.1,compute,sense,29.6,16384
tlc,40,16,4,128,64,8,2048,65.54,8,400.0,0.1,16,True,3.2,8.008,1998.0,3.64,compute,compute,26.2,16384
tlc,40,16,4,128,64,8,2048,65.54,8,400.0,0.1,32,False,3.2,4.857,6587.9,3.25,compute,compute,23.3,16384
tlc,40,16,4,128,64,8,2048,65.54,8,400.0,0.1,32,True,3.2,4.861,6583.6,3.03,compute,compute,21.6,16384
tlc,40,16,4,128,64,8,2048,65.54,8,400.0,0.1,64,False,3.2,3.206,19962.5,2.44,compute,compute,17.2,16384
tlc,40,16,4,128,64,8,2048,65.54,8,400.0,0.1,64,True,3.2,3.207,19958.2,2.33,compute,compute,16.4,16384
tlc,40,16,4,128,64,8,2048,65.54,16,400.0,0.1,1,False,3.2,4.867,205.5,18.46,sense,sense,137.0,32768
tlc,40,16,4,128,64,8,2048,65.54,16,400.0,0.1,1,True,3.2,7.88,126.9,11.26,sense,sense,83.1,32768
tlc,40,16,4,128,64,8,2048,65.54,16,400.0,0.1,4,False,3.2,12.074,331.3,7.22,sense,sense,52.9,32768
tlc,40,16,4,128,64,8,2048,65.54,16,400.0,0.1,4,True,3.2,15.828,252.7,5.42,sense,sense,39.5,32768
tlc,40,16,4,128,64,8,2048,65.54,16,400.0,0.1,8,False,3.2,16.322,490.1,5.24,sense,sense,38.2,32768
tlc,40,16,4,128,64,8,2048,65.54,16,400.0,0.1,8,True,3.2,19.437,411.6,4.34,sense,sense,31.4,32768
tlc,40,16,4,128,64,8,2048,65.54,16,400.0,0.1,16,False,3.2,13.946,1147.3,4.1,compute,sense,29.6,32768
tlc,40,16,4,128,64,8,2048,65.54,16,400.0,0.1,16,True,3.2,14.971,1068.7,3.64,compute,sense,26.2,32768
tlc,40,16,4,128,64,8,2048,65.54,16,400.0,0.1,32,False,3.2,9.343,3424.9,3.25,compute,sense,23.3,32768
tlc,40,16,4,128,64,8,2048,65.54,16,400.0,0.1,32,True,3.2,9.388,3408.5,3.03,compute,compute,21.6,32768
tlc,40,16,4,128,64,8,2048,65.54,16,400.0,0.1,64,False,3.2,6.272,10203.4,2.44,compute,compute,17.2,32768
tlc,40,16,4,128,64,8,2048,65.54,16,400.0,0.1,64,True,3.2,6.275,10199.1,2.33,compute,compute,16.4,32768
tlc,40,16,4,128,64,8,2048,65.54,32,400.0,0.1,1,False,3.2,4.867,205.5,18.46,sense,sense,137.0,65536
tlc,40,16,4,128,64,8,2048,65.54,32,400.0,0.1,1,True,3.2,7.88,126.9,11.26,sense,sense,83.1,65536
tlc,40,16,4,128,64,8,2048,65.54,32,400.0,0.1,4,False,3.2,12.074,331.3,7.22,sense,sense,52.9,65536
tlc,40,16,4,128,64,8,2048,65.54,32,400.0,0.1,4,True,3.2,15.828,252.7,5.42,sense,sense,39.5,65536
tlc,40,16,4,128,64,8,2048,65.54,32,400.0,0.1,8,False,3.2,16.322,490.1,5.24,sense,sense,38.2,65536
tlc,40,16,4,128,64,8,2048,65.54,32,400.0,0.1,8,True,3.2,19.437,411.6,4.34,sense,sense,31.4,65536
tlc,40,16,4,128,64,8,2048,65.54,32,400.0,0.1,16,False,3.2,20.512,780.0,4.1,sense,sense,29.6,65536
tlc,40,16,4,128,64,8,2048,65.54,32,400.0,0.1,16,True,3.2,22.809,701.5,3.64,sense,sense,26.2,65536
tlc,40,16,4,128,64,8,2048,65.54,32,400.0,0.1,32,False,3.2,16.772,1908.0,3.25,compute,sense,23.3,65536
tlc,40,16,4,128,64,8,2048,65.54,32,400.0,0.1,32,True,3.2,17.492,1829.4,3.03,compute,sense,21.6,65536
tlc,40,16,4,128,64,8,2048,65.54,32,400.0,0.1,64,False,3.2,11.994,5335.9,2.44,compute,sense,17.2,65536
tlc,40,16,4,128,64,8,2048,65.54,32,400.0,0.1,64,True,3.2,12.031,5319.6,2.33,compute,compute,16.4,65536
tlc,40,16,4,128,8,2,64,2.05,1,400.0,0.15,1,False,3.2,0.138,7271.0,19.24,compute,sense,137.0,64
tlc,40,16,4,128,8,2,64,2.05,1,400.0,0.15,1,True,3.2,0.212,4718.5,11.73,compute,sense,83.1,64
tlc,40,16,4,128,8,2,64,2.05,1,400.0,0.15,4,False,3.2,0.1,40021.0,7.52,compute,compute,52.9,64
tlc,40,16,4,128,8,2,64,2.05,1,400.0,0.15,4,True,3.2,0.1,39984.5,5.64,compute,compute,39.5,64
tlc,40,16,4,128,8,2,64,2.05,1,400.0,0.15,8,False,3.2,0.058,137301.9,5.46,compute,compute,38.2,64
tlc,40,16,4,128,8,2,64,2.05,1,400.0,0.15,8,True,3.2,0.058,137265.4,4.52,compute,compute,31.4,64
tlc,40,16,4,128,8,2,64,2.05,1,400.0,0.15,16,False,3.2,0.033,480501.3,4.26,compute,compute,29.6,64
tlc,40,16,4,128,8,2,64,2.05,1,400.0,0.15,16,True,3.2,0.033,480464.8,3.79,compute,compute,26.2,64
tlc,40,16,4,128,8,2,64,2.05,1,400.0,0.15,32,False,3.2,0.02,1626338.6,3.38,compute,compute,23.3,64
tlc,40,16,4,128,8,2,64,2.05,1,400.0,0.15,32,True,3.2,0.02,1626302.1,3.15,compute,compute,21.6,64
tlc,40,16,4,128,8,2,64,2.05,1,400.0,0.15,64,False,3.2,0.013,4997748.0,2.54,compute,compute,17.2,64
tlc,40,16,4,128,8,2,64,2.05,1,400.0,0.15,64,True,3.2,0.013,4997711.5,2.42,compute,compute,16.4,64
tlc,40,16,4,128,8,2,64,2.05,4,400.0,0.15,1,False,3.2,0.154,6500.3,19.24,sense,sense,137.0,256
tlc,40,16,4,128,8,2,64,2.05,4,400.0,0.15,1,True,3.2,0.253,3947.7,11.73,sense,sense,83.1,256
tlc,40,16,4,128,8,2,64,2.05,4,400.0,0.15,4,False,3.2,0.306,13063.4,7.52,compute,sense,52.9,256
tlc,40,16,4,128,8,2,64,2.05,4,400.0,0.15,4,True,3.2,0.381,10510.9,5.64,compute,sense,39.5,256
tlc,40,16,4,128,8,2,64,2.05,4,400.0,0.15,8,False,3.2,0.227,35187.3,5.46,compute,sense,38.2,256
tlc,40,16,4,128,8,2,64,2.05,4,400.0,0.15,8,True,3.2,0.232,34477.6,4.52,compute,compute,31.4,256
tlc,40,16,4,128,8,2,64,2.05,4,400.0,0.15,16,False,3.2,0.133,120432.8,4.26,compute,compute,29.6,256
tlc,40,16,4,128,8,2,64,2.05,4,400.0,0.15,16,True,3.2,0.133,120396.3,3.79,compute,compute,26.2,256
tlc,40,16,4,128,8,2,64,2.05,4,400.0,0.15,32,False,3.2,0.079,407096.9,3.38,compute,compute,23.3,256
tlc,40,16,4,128,8,2,64,2.05,4,400.0,0.15,32,True,3.2,0.079,407060.4,3.15,compute,compute,21.6,256
tlc,40,16,4,128,8,2,64,2.05,4,400.0,0.15,64,False,3.2,0.051,1250263.9,2.54,compute,compute,17.2,256
tlc,40,16,4,128,8,2,64,2.05,4,400.0,0.15,64,True,3.2,0.051,1250227.4,2.42,compute,compute,16.4,256
tlc,40,16,4,128,8,2,64,2.05,8,400.0,0.15,1,False,3.2,0.154,6500.3,19.24,sense,sense,137.0,512
tlc,40,16,4,128,8,2,64,2.05,8,400.0,0.15,1,True,3.2,0.253,3947.7,11.73,sense,sense,83.1,512
tlc,40,16,4,128,8,2,64,2.05,8,400.0,0.15,4,False,3.2,0.398,10061.9,7.52,sense,sense,52.9,512
tlc,40,16,4,128,8,2,64,2.05,8,400.0,0.15,4,True,3.2,0.533,7509.3,5.64,sense,sense,39.5,512
tlc,40,16,4,128,8,2,64,2.05,8,400.0,0.15,8,False,3.2,0.394,20316.6,5.46,compute,sense,38.2,512
tlc,40,16,4,128,8,2,64,2.05,8,400.0,0.15,8,True,3.2,0.45,17764.0,4.52,compute,sense,31.4,512
tlc,40,16,4,128,8,2,64,2.05,8,400.0,0.15,16,False,3.2,0.262,61094.6,4.26,compute,sense,29.6,512
tlc,40,16,4,128,8,2,64,2.05,8,400.0,0.15,16,True,3.2,0.265,60384.9,3.79,compute,compute,26.2,512
tlc,40,16,4,128,8,2,64,2.05,8,400.0,0.15,32,False,3.2,0.157,203890.0,3.38,compute,compute,23.3,512
tlc,40,16,4,128,8,2,64,2.05,8,400.0,0.15,32,True,3.2,0.157,203853.5,3.15,compute,compute,21.6,512
tlc,40,16,4,128,8,2,64,2.05,8,400.0,0.15,64,False,3.2,0.102,625683.2,2.54,compute,compute,17.2,512
tlc,40,16,4,128,8,2,64,2.05,8,400.0,0.15,64,True,3.2,0.102,625646.7,2.42,compute,compute,16.4,512
tlc,40,16,4,128,8,2,64,2.05,16,400.0,0.15,1,False,3.2,0.154,6500.3,19.24,sense,sense,137.0,1024
tlc,40,16,4,128,8,2,64,2.05,16,400.0,0.15,1,True,3.2,0.253,3947.7,11.73,sense,sense,83.1,1024
tlc,40,16,4,128,8,2,64,2.05,16,400.0,0.15,4,False,3.2,0.398,10061.9,7.52,sense,sense,52.9,1024
tlc,40,16,4,128,8,2,64,2.05,16,400.0,0.15,4,True,3.2,0.533,7509.3,5.64,sense,sense,39.5,1024
tlc,40,16,4,128,8,2,64,2.05,16,400.0,0.15,8,False,3.2,0.551,14522.3,5.46,sense,sense,38.2,1024
tlc,40,16,4,128,8,2,64,2.05,16,400.0,0.15,8,True,3.2,0.668,11969.7,4.52,sense,sense,31.4,1024
tlc,40,16,4,128,8,2,64,2.05,16,400.0,0.15,16,False,3.2,0.48,33349.5,4.26,compute,sense,29.6,1024
tlc,40,16,4,128,8,2,64,2.05,16,400.0,0.15,16,True,3.2,0.52,30796.9,3.79,compute,sense,26.2,1024
tlc,40,16,4,128,8,2,64,2.05,16,400.0,0.15,32,False,3.2,0.311,102959.7,3.38,compute,sense,23.3,1024
tlc,40,16,4,128,8,2,64,2.05,16,400.0,0.15,32,True,3.2,0.313,102250.0,3.15,compute,compute,21.6,1024
tlc,40,16,4,128,8,2,64,2.05,16,400.0,0.15,64,False,3.2,0.204,313392.9,2.54,compute,compute,17.2,1024
tlc,40,16,4,128,8,2,64,2.05,16,400.0,0.15,64,True,3.2,0.204,313356.4,2.42,compute,compute,16.4,1024
tlc,40,16,4,128,8,2,64,2.05,32,400.0,0.15,1,False,3.2,0.154,6500.3,19.24,sense,sense,137.0,2048
tlc,40,16,4,128,8,2,64,2.05,32,400.0,0.15,1,True,3.2,0.253,3947.7,11.73,sense,sense,83.1,2048
tlc,40,16,4,128,8,2,64,2.05,32,400.0,0.15,4,False,3.2,0.398,10061.9,7.52,sense,sense,52.9,2048
tlc,40,16,4,128,8,2,64,2.05,32,400.0,0.15,4,True,3.2,0.533,7509.3,5.64,sense,sense,39.5,2048
tlc,40,16,4,128,8,2,64,2.05,32,400.0,0.15,8,False,3.2,0.551,14522.3,5.46,sense,sense,38.2,2048
tlc,40,16,4,128,8,2,64,2.05,32,400.0,0.15,8,True,3.2,0.668,11969.7,4.52,sense,sense,31.4,2048
tlc,40,16,4,128,8,2,64,2.05,32,400.0,0.15,16,False,3.2,0.71,22538.7,4.26,sense,sense,29.6,2048
tlc,40,16,4,128,8,2,64,2.05,32,400.0,0.15,16,True,3.2,0.801,19986.1,3.79,sense,sense,26.2,2048
tlc,40,16,4,128,8,2,64,2.05,32,400.0,0.15,32,False,3.2,0.588,54418.6,3.38,compute,sense,23.3,2048
tlc,40,16,4,128,8,2,64,2.05,32,400.0,0.15,32,True,3.2,0.617,51866.1,3.15,compute,sense,21.6,2048
tlc,40,16,4,128,8,2,64,2.05,32,400.0,0.15,64,False,3.2,0.405,157920.9,2.54,compute,sense,17.2,2048
tlc,40,16,4,128,8,2,64,2.05,32,400.0,0.15,64,True,3.2,0.407,157211.2,2.42,compute,compute,16.4,2048
tlc,40,16,4,128,8,4,128,4.1,1,400.0,0.15,1,False,3.2,0.271,3684.7,19.24,compute,sense,137.0,128
tlc,40,16,4,128,8,4,128,4.1,1,400.0,0.15,1,True,3.2,0.418,2390.2,11.73,compute,sense,83.1,128
tlc,40,16,4,128,8,4,128,4.1,1,400.0,0.15,4,False,3.2,0.199,20093.4,7.52,compute,compute,52.9,128
tlc,40,16,4,128,8,4,128,4.1,1,400.0,0.15,4,True,3.2,0.199,20056.9,5.64,compute,compute,39.5,128
tlc,40,16,4,128,8,4,128,4.1,1,400.0,0.15,8,False,3.2,0.116,68776.7,5.46,compute,compute,38.2,128
tlc,40,16,4,128,8,4,128,4.1,1,400.0,0.15,8,True,3.2,0.116,68740.2,4.52,compute,compute,31.4,128
tlc,40,16,4,128,8,4,128,4.1,1,400.0,0.15,16,False,3.2,0.067,240455.6,4.26,compute,compute,29.6,128
tlc,40,16,4,128,8,4,128,4.1,1,400.0,0.15,16,True,3.2,0.067,240419.1,3.79,compute,compute,26.2,128
tlc,40,16,4,128,8,4,128,4.1,1,400.0,0.15,32,False,3.2,0.039,813510.8,3.38,compute,compute,23.3,128
tlc,40,16,4,128,8,4,128,4.1,1,400.0,0.15,32,True,3.2,0.039,813474.3,3.15,compute,compute,21.6,128
tlc,40,16,4,128,8,4,128,4.1,1,400.0,0.15,64,False,3.2,0.026,2499425.3,2.54,compute,compute,17.2,128
tlc,40,16,4,128,8,4,128,4.1,1,400.0,0.15,64,True,3.2,0.026,2499388.8,2.42,compute,compute,16.4,128
tlc,40,16,4,128,8,4,128,4.1,4,400.0,0.15,1,False,3.2,0.303,3299.3,19.24,sense,sense,137.0,512
tlc,40,16,4,128,8,4,128,4.1,4,400.0,0.15,1,True,3.2,0.499,2004.8,11.73,sense,sense,83.1,512
tlc,40,16,4,128,8,4,128,4.1,4,400.0,0.15,4,False,3.2,0.605,6614.6,7.52,compute,sense,52.9,512
tlc,40,16,4,128,8,4,128,4.1,4,400.0,0.15,4,True,3.2,0.752,5320.1,5.64,compute,sense,39.5,512
tlc,40,16,4,128,8,4,128,4.1,4,400.0,0.15,8,False,3.2,0.451,17719.4,5.46,compute,sense,38.2,512
tlc,40,16,4,128,8,4,128,4.1,4,400.0,0.15,8,True,3.2,0.461,17346.3,4.52,compute,compute,31.4,512
tlc,40,16,4,128,8,4,128,4.1,4,400.0,0.15,16,False,3.2,0.265,60421.4,4.26,compute,compute,29.6,512
tlc,40,16,4,128,8,4,128,4.1,4,400.0,0.15,16,True,3.2,0.265,60384.9,3.79,compute,compute,26.2,512
tlc,40,16,4,128,8,4,128,4.1,4,400.0,0.15,32,False,3.2,0.157,203890.0,3.38,compute,compute,23.3,512
tlc,40,16,4,128,8,4,128,4.1,4,400.0,0.15,32,True,3.2,0.157,203853.5,3.15,compute,compute,21.6,512
tlc,40,16,4,128,8,4,128,4.1,4,400.0,0.15,64,False,3.2,0.102,625683.2,2.54,compute,compute,17.2,512
tlc,40,16,4,128,8,4,128,4.1,4,400.0,0.15,64,True,3.2,0.102,625646.7,2.42,compute,compute,16.4,512
tlc,40,16,4,128,8,4,128,4.1,8,400.0,0.15,1,False,3.2,0.303,3299.3,19.24,sense,sense,137.0,1024
tlc,40,16,4,128,8,4,128,4.1,8,400.0,0.15,1,True,3.2,0.499,2004.8,11.73,sense,sense,83.1,1024
tlc,40,16,4,128,8,4,128,4.1,8,400.0,0.15,4,False,3.2,0.782,5113.8,7.52,sense,sense,52.9,1024
tlc,40,16,4,128,8,4,128,4.1,8,400.0,0.15,4,True,3.2,1.047,3819.3,5.64,sense,sense,39.5,1024
tlc,40,16,4,128,8,4,128,4.1,8,400.0,0.15,8,False,3.2,0.778,10284.0,5.46,compute,sense,38.2,1024
tlc,40,16,4,128,8,4,128,4.1,8,400.0,0.15,8,True,3.2,0.89,8989.5,4.52,compute,sense,31.4,1024
tlc,40,16,4,128,8,4,128,4.1,8,400.0,0.15,16,False,3.2,0.52,30752.2,4.26,compute,sense,29.6,1024
tlc,40,16,4,128,8,4,128,4.1,8,400.0,0.15,16,True,3.2,0.527,30379.2,3.79,compute,compute,26.2,1024
tlc,40,16,4,128,8,4,128,4.1,8,400.0,0.15,32,False,3.2,0.313,102286.5,3.38,compute,compute,23.3,1024
tlc,40,16,4,128,8,4,128,4.1,8,400.0,0.15,32,True,3.2,0.313,102250.0,3.15,compute,compute,21.6,1024
tlc,40,16,4,128,8,4,128,4.1,8,400.0,0.15,64,False,3.2,0.204,313392.9,2.54,compute,compute,17.2,1024
tlc,40,16,4,128,8,4,128,4.1,8,400.0,0.15,64,True,3.2,0.204,313356.4,2.42,compute,compute,16.4,1024
tlc,40,16,4,128,8,4,128,4.1,16,400.0,0.15,1,False,3.2,0.303,3299.3,19.24,sense,sense,137.0,2048
tlc,40,16,4,128,8,4,128,4.1,16,400.0,0.15,1,True,3.2,0.499,2004.8,11.73,sense,sense,83.1,2048
tlc,40,16,4,128,8,4,128,4.1,16,400.0,0.15,4,False,3.2,0.782,5113.8,7.52,sense,sense,52.9,2048
tlc,40,16,4,128,8,4,128,4.1,16,400.0,0.15,4,True,3.2,1.047,3819.3,5.64,sense,sense,39.5,2048
tlc,40,16,4,128,8,4,128,4.1,16,400.0,0.15,8,False,3.2,1.083,7386.9,5.46,sense,sense,38.2,2048
tlc,40,16,4,128,8,4,128,4.1,16,400.0,0.15,8,True,3.2,1.313,6092.3,4.52,sense,sense,31.4,2048
tlc,40,16,4,128,8,4,128,4.1,16,400.0,0.15,16,False,3.2,0.948,16879.7,4.26,compute,sense,29.6,2048
tlc,40,16,4,128,8,4,128,4.1,16,400.0,0.15,16,True,3.2,1.027,15585.2,3.79,compute,sense,26.2,2048
tlc,40,16,4,128,8,4,128,4.1,16,400.0,0.15,32,False,3.2,0.618,51821.4,3.38,compute,sense,23.3,2048
tlc,40,16,4,128,8,4,128,4.1,16,400.0,0.15,32,True,3.2,0.622,51448.3,3.15,compute,compute,21.6,2048
tlc,40,16,4,128,8,4,128,4.1,16,400.0,0.15,64,False,3.2,0.407,157247.7,2.54,compute,compute,17.2,2048
tlc,40,16,4,128,8,4,128,4.1,16,400.0,0.15,64,True,3.2,0.407,157211.2,2.42,compute,compute,16.4,2048
tlc,40,16,4,128,8,4,128,4.1,32,400.0,0.15,1,False,3.2,0.303,3299.3,19.24,sense,sense,137.0,4096
tlc,40,16,4,128,8,4,128,4.1,32,400.0,0.15,1,True,3.2,0.499,2004.8,11.73,sense,sense,83.1,4096
tlc,40,16,4,128,8,4,128,4.1,32,400.0,0.15,4,False,3.2,0.782,5113.8,7.52,sense,sense,52.9,4096
tlc,40,16,4,128,8,4,128,4.1,32,400.0,0.15,4,True,3.2,1.047,3819.3,5.64,sense,sense,39.5,4096
tlc,40,16,4,128,8,4,128,4.1,32,400.0,0.15,8,False,3.2,1.083,7386.9,5.46,sense,sense,38.2,4096
tlc,40,16,4,128,8,4,128,4.1,32,400.0,0.15,8,True,3.2,1.313,6092.3,4.52,sense,sense,31.4,4096
tlc,40,16,4,128,8,4,128,4.1,32,400.0,0.15,16,False,3.2,1.394,11474.3,4.26,sense,sense,29.6,4096
tlc,40,16,4,128,8,4,128,4.1,32,400.0,0.15,16,True,3.2,1.572,10179.8,3.79,sense,sense,26.2,4096
tlc,40,16,4,128,8,4,128,4.1,32,400.0,0.15,32,False,3.2,1.161,27550.8,3.38,compute,sense,23.3,4096
tlc,40,16,4,128,8,4,128,4.1,32,400.0,0.15,32,True,3.2,1.219,26256.3,3.15,compute,sense,21.6,4096
tlc,40,16,4,128,8,4,128,4.1,32,400.0,0.15,64,False,3.2,0.805,79511.7,2.54,compute,sense,17.2,4096
tlc,40,16,4,128,8,4,128,4.1,32,400.0,0.15,64,True,3.2,0.809,79138.6,2.42,compute,compute,16.4,4096
tlc,40,16,4,128,8,8,256,8.19,1,400.0,0.15,1,False,3.2,0.529,1891.6,19.24,compute,sense,137.0,256
tlc,40,16,4,128,8,8,256,8.19,1,400.0,0.15,1,True,3.2,0.816,1226.1,11.73,compute,sense,83.1,256
tlc,40,16,4,128,8,8,256,8.19,1,400.0,0.15,4,False,3.2,0.395,10129.6,7.52,compute,compute,52.9,256
tlc,40,16,4,128,8,8,256,8.19,1,400.0,0.15,4,True,3.2,0.396,10093.1,5.64,compute,compute,39.5,256
tlc,40,16,4,128,8,8,256,8.19,1,400.0,0.15,8,False,3.2,0.232,34514.1,5.46,compute,compute,38.2,256
tlc,40,16,4,128,8,8,256,8.19,1,400.0,0.15,8,True,3.2,0.232,34477.6,4.52,compute,compute,31.4,256
tlc,40,16,4,128,8,8,256,8.19,1,400.0,0.15,16,False,3.2,0.133,120432.8,4.26,compute,compute,29.6,256
tlc,40,16,4,128,8,8,256,8.19,1,400.0,0.15,16,True,3.2,0.133,120396.3,3.79,compute,compute,26.2,256
tlc,40,16,4,128,8,8,256,8.19,1,400.0,0.15,32,False,3.2,0.079,407096.9,3.38,compute,compute,23.3,256
tlc,40,16,4,128,8,8,256,8.19,1,400.0,0.15,32,True,3.2,0.079,407060.4,3.15,compute,compute,21.6,256
tlc,40,16,4,128,8,8,256,8.19,1,400.0,0.15,64,False,3.2,0.051,1250263.9,2.54,compute,compute,17.2,256
tlc,40,16,4,128,8,8,256,8.19,1,400.0,0.15,64,True,3.2,0.051,1250227.4,2.42,compute,compute,16.4,256
tlc,40,16,4,128,8,8,256,8.19,4,400.0,0.15,1,False,3.2,0.589,1698.9,19.24,sense,sense,137.0,1024
tlc,40,16,4,128,8,8,256,8.19,4,400.0,0.15,1,True,3.2,0.968,1033.4,11.73,sense,sense,83.1,1024
tlc,40,16,4,128,8,8,256,8.19,4,400.0,0.15,4,False,3.2,1.18,3390.2,7.52,compute,sense,52.9,1024
tlc,40,16,4,128,8,8,256,8.19,4,400.0,0.15,4,True,3.2,1.468,2724.7,5.64,compute,sense,39.5,1024
tlc,40,16,4,128,8,8,256,8.19,4,400.0,0.15,8,False,3.2,0.89,8985.4,5.46,compute,sense,38.2,1024
tlc,40,16,4,128,8,8,256,8.19,4,400.0,0.15,8,True,3.2,0.911,8780.6,4.52,compute,compute,31.4,1024
tlc,40,16,4,128,8,8,256,8.19,4,400.0,0.15,16,False,3.2,0.526,30415.6,4.26,compute,compute,29.6,1024
tlc,40,16,4,128,8,8,256,8.19,4,400.0,0.15,16,True,3.2,0.527,30379.2,3.79,compute,compute,26.2,1024
tlc,40,16,4,128,8,8,256,8.19,4,400.0,0.15,32,False,3.2,0.313,102286.5,3.38,compute,compute,23.3,1024
tlc,40,16,4,128,8,8,256,8.19,4,400.0,0.15,32,True,3.2,0.313,102250.0,3.15,compute,compute,21.6,1024
tlc,40,16,4,128,8,8,256,8.19,4,400.0,0.15,64,False,3.2,0.204,313392.9,2.54,compute,compute,17.2,1024
tlc,40,16,4,128,8,8,256,8.19,4,400.0,0.15,64,True,3.2,0.204,313356.4,2.42,compute,compute,16.4,1024
