name,family,case,qualifying,evidence,mod_class,unverified,batch,dataflow,reducer,cr_read,slc_mode,channels,dies_per_channel,planes_per_die,n_planes,tR_us,eff_tR_us,agg_tok_s,per_user_tok_s,tpot_ms,usd_per_Mtok,J_per_token,capex_usd,wall_W,sensed_GB_per_token,senses_per_token_M,macs_per_sense,raw_cap_TB,usable_cap_TB,hits_500_agg,hits_25_user,hits_0p10_dollar
manySmall-4TB|shiftadd+expert_stationary|L4|B16|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,16,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,45.6,2.9,350.8,0.459,1.47,1454,87,26.22,6.4,16273,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B16|fp8,shiftadd+expert_stationary,central,False,L2,F2,,16,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,45.6,2.9,350.8,0.906,2.55,1986,136,26.22,6.4,16273,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B16|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,16,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,45.6,2.9,350.8,2.002,4.13,2908,209,26.22,6.4,16273,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B32|native,shiftadd+expert_stationary,opt,True,L2,F2,,32,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,1.5,679.8,0.441,1.31,1454,82,23.28,5.68,18331,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B32|native,shiftadd+expert_stationary,central,True,L2,F2,,32,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,1.5,679.8,0.868,2.27,1986,127,23.28,5.68,18331,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B32|native,shiftadd+expert_stationary,adv,True,L2,F2,,32,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,1.5,679.8,1.918,3.68,2908,193,23.28,5.68,18331,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B32|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,32,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,1.5,679.8,0.438,1.22,1454,77,21.6,5.27,19759,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B32|fp8,shiftadd+expert_stationary,central,False,L2,F2,,32,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,1.5,679.8,0.861,2.12,1986,120,21.6,5.27,19759,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B32|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,32,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,1.5,679.8,1.9,3.43,2908,181,21.6,5.27,19759,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B64|native,shiftadd+expert_stationary,opt,True,L2,F2,,64,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.7,1359.6,0.43,0.98,1454,66,17.2,4.2,24805,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B64|native,shiftadd+expert_stationary,central,True,L2,F2,,64,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.7,1359.6,0.842,1.7,1986,100,17.2,4.2,24805,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B64|native,shiftadd+expert_stationary,adv,True,L2,F2,,64,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.7,1359.6,1.853,2.76,2908,150,17.2,4.2,24805,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B64|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,64,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.7,1359.6,0.429,0.94,1454,64,16.36,3.99,26080,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B64|fp8,shiftadd+expert_stationary,central,False,L2,F2,,64,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.7,1359.6,0.838,1.62,1986,96,16.36,3.99,26080,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B64|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,64,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.7,1359.6,1.844,2.63,2908,144,16.36,3.99,26080,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B128|native,shiftadd+expert_stationary,opt,True,L2,F2,,128,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.4,2719.2,0.419,0.65,1454,51,11.04,2.7,38644,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B128|native,shiftadd+expert_stationary,central,True,L2,F2,,128,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.4,2719.2,0.815,1.12,1986,73,11.04,2.7,38644,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B128|native,shiftadd+expert_stationary,adv,True,L2,F2,,128,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.4,2719.2,1.788,1.82,2908,106,11.04,2.7,38644,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B128|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,128,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.4,2719.2,0.418,0.63,1454,50,10.62,2.59,40174,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B128|fp8,shiftadd+expert_stationary,central,False,L2,F2,,128,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.4,2719.2,0.813,1.08,1986,71,10.62,2.59,40174,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B128|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,128,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.4,2719.2,1.784,1.76,2908,103,10.62,2.59,40174,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B256|native,shiftadd+expert_stationary,opt,True,L2,F2,,256,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.2,5438.5,0.41,0.38,1454,38,6.03,1.47,70790,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B256|native,shiftadd+expert_stationary,central,True,L2,F2,,256,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.2,5438.5,0.793,0.65,1986,51,6.03,1.47,70790,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B256|native,shiftadd+expert_stationary,adv,True,L2,F2,,256,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.2,5438.5,1.735,1.06,2908,70,6.03,1.47,70790,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B256|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,256,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.2,5438.5,0.41,0.37,1454,37,5.82,1.42,73348,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B256|fp8,shiftadd+expert_stationary,central,False,L2,F2,,256,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.2,5438.5,0.792,0.63,1986,50,5.82,1.42,73348,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L4|B256|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,256,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,47.1,0.2,5438.5,1.733,1.02,2908,68,5.82,1.42,73348,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B1|native,shiftadd+token,opt,True,L2,F2,,1,token,shiftadd,False,True,128,8,4,4096,6,6.0,18.4,18.4,54.3,1.261,7.45,1454,157,136.96,33.44,3116,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B1|native,shiftadd+token,central,True,L2,F2,,1,token,shiftadd,False,True,128,8,4,4096,6,6.0,18.4,18.4,54.3,2.551,12.96,1986,259,136.96,33.44,3116,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B1|native,shiftadd+token,adv,True,L2,F2,,1,token,shiftadd,False,True,128,8,4,4096,6,6.0,18.4,18.4,54.3,5.709,21.01,2908,407,136.96,33.44,3116,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B1|fp8,shiftadd+token,opt,False,L2,F2,,1,token,shiftadd,False,True,128,8,4,4096,6,6.0,28.5,28.5,35.1,0.805,4.54,1454,150,83.13,20.3,5133,4.1,2.05,False,True,False
manySmall-4TB|shiftadd+token|L8|B1|fp8,shiftadd+token,central,False,L2,F2,,1,token,shiftadd,False,True,128,8,4,4096,6,6.0,28.5,28.5,35.1,1.626,7.9,1986,245,83.13,20.3,5133,4.1,2.05,False,True,False
manySmall-4TB|shiftadd+token|L8|B1|fp8,shiftadd+token,adv,False,L2,F2,,1,token,shiftadd,False,True,128,8,4,4096,6,6.0,28.5,28.5,35.1,3.633,12.81,2908,385,83.13,20.3,5133,4.1,2.05,False,True,False
manySmall-4TB|shiftadd+token|L8|B2|native,shiftadd+token,opt,True,L2,F2,,2,token,shiftadd,False,True,128,8,4,4096,6,6.0,29.1,14.5,68.7,0.789,4.44,1454,149,81.16,19.82,5258,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B2|native,shiftadd+token,central,True,L2,F2,,2,token,shiftadd,False,True,128,8,4,4096,6,6.0,29.1,14.5,68.7,1.592,7.71,1986,244,81.16,19.82,5258,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B2|native,shiftadd+token,adv,True,L2,F2,,2,token,shiftadd,False,True,128,8,4,4096,6,6.0,29.1,14.5,68.7,3.557,12.51,2908,384,81.16,19.82,5258,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B2|fp8,shiftadd+token,opt,False,L2,F2,,2,token,shiftadd,False,True,128,8,4,4096,6,6.0,40.4,20.2,49.5,0.561,2.98,1454,141,54.25,13.24,7866,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B2|fp8,shiftadd+token,central,False,L2,F2,,2,token,shiftadd,False,True,128,8,4,4096,6,6.0,40.4,20.2,49.5,1.129,5.18,1986,229,54.25,13.24,7866,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B2|fp8,shiftadd+token,adv,False,L2,F2,,2,token,shiftadd,False,True,128,8,4,4096,6,6.0,40.4,20.2,49.5,2.52,8.4,2908,360,54.25,13.24,7866,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B4|native,shiftadd+token,opt,True,L2,F2,,4,token,shiftadd,False,True,128,8,4,4096,6,6.0,41.2,10.3,97.1,0.55,2.91,1454,140,52.93,12.92,8063,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B4|native,shiftadd+token,central,True,L2,F2,,4,token,shiftadd,False,True,128,8,4,4096,6,6.0,41.2,10.3,97.1,1.106,5.06,1986,228,52.93,12.92,8063,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B4|native,shiftadd+token,adv,True,L2,F2,,4,token,shiftadd,False,True,128,8,4,4096,6,6.0,41.2,10.3,97.1,2.468,8.2,2908,358,52.93,12.92,8063,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B4|fp8,shiftadd+token,opt,False,L2,F2,,4,token,shiftadd,False,True,128,8,4,4096,6,6.0,51.4,12.8,77.8,0.436,2.19,1454,132,39.47,9.64,10811,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B4|fp8,shiftadd+token,central,False,L2,F2,,4,token,shiftadd,False,True,128,8,4,4096,6,6.0,51.4,12.8,77.8,0.875,3.8,1986,215,39.47,9.64,10811,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B4|fp8,shiftadd+token,adv,False,L2,F2,,4,token,shiftadd,False,True,128,8,4,4096,6,6.0,51.4,12.8,77.8,1.95,6.15,2908,336,39.47,9.64,10811,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B8|native,shiftadd+token,opt,True,L2,F2,,8,token,shiftadd,False,True,128,8,4,4096,6,6.0,52.7,6.6,151.9,0.425,2.11,1454,131,38.16,9.32,11182,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B8|native,shiftadd+token,central,True,L2,F2,,8,token,shiftadd,False,True,128,8,4,4096,6,6.0,52.7,6.6,151.9,0.852,3.67,1986,213,38.16,9.32,11182,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B8|native,shiftadd+token,adv,True,L2,F2,,8,token,shiftadd,False,True,128,8,4,4096,6,6.0,52.7,6.6,151.9,1.899,5.95,2908,333,38.16,9.32,11182,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B8|fp8,shiftadd+token,opt,False,L2,F2,,8,token,shiftadd,False,True,128,8,4,4096,6,6.0,54.7,6.8,146.1,0.399,1.75,1454,116,31.43,7.67,13576,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B8|fp8,shiftadd+token,central,False,L2,F2,,8,token,shiftadd,False,True,128,8,4,4096,6,6.0,54.7,6.8,146.1,0.797,3.04,1986,186,31.43,7.67,13576,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B8|fp8,shiftadd+token,adv,False,L2,F2,,8,token,shiftadd,False,True,128,8,4,4096,6,6.0,54.7,6.8,146.1,1.771,4.93,2908,290,31.43,7.67,13576,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B16|native,shiftadd+token,opt,True,L2,F2,,16,token,shiftadd,False,True,128,8,4,4096,6,6.0,56.5,3.5,282.9,0.385,1.65,1454,113,29.59,7.22,14423,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B16|native,shiftadd+token,central,True,L2,F2,,16,token,shiftadd,False,True,128,8,4,4096,6,6.0,56.5,3.5,282.9,0.768,2.87,1986,182,29.59,7.22,14423,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B16|native,shiftadd+token,adv,True,L2,F2,,16,token,shiftadd,False,True,128,8,4,4096,6,6.0,56.5,3.5,282.9,1.706,4.65,2908,283,29.59,7.22,14423,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B16|fp8,shiftadd+token,opt,False,L2,F2,,16,token,shiftadd,False,True,128,8,4,4096,6,6.0,56.5,3.5,282.9,0.379,1.47,1454,103,26.22,6.4,16273,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B16|fp8,shiftadd+token,central,False,L2,F2,,16,token,shiftadd,False,True,128,8,4,4096,6,6.0,56.5,3.5,282.9,0.753,2.55,1986,164,26.22,6.4,16273,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B16|fp8,shiftadd+token,adv,False,L2,F2,,16,token,shiftadd,False,True,128,8,4,4096,6,6.0,56.5,3.5,282.9,1.67,4.13,2908,254,26.22,6.4,16273,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B32|native,shiftadd+token,opt,True,L2,F2,,32,token,shiftadd,False,True,128,8,4,4096,6,6.0,60.0,1.9,533.4,0.355,1.31,1454,99,23.28,5.68,18331,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B32|native,shiftadd+token,central,True,L2,F2,,32,token,shiftadd,False,True,128,8,4,4096,6,6.0,60.0,1.9,533.4,0.704,2.27,1986,156,23.28,5.68,18331,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B32|native,shiftadd+token,adv,True,L2,F2,,32,token,shiftadd,False,True,128,8,4,4096,6,6.0,60.0,1.9,533.4,1.56,3.68,2908,241,23.28,5.68,18331,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B32|fp8,shiftadd+token,opt,False,L2,F2,,32,token,shiftadd,False,True,128,8,4,4096,6,6.0,60.0,1.9,533.4,0.352,1.22,1454,93,21.6,5.27,19759,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B32|fp8,shiftadd+token,central,False,L2,F2,,32,token,shiftadd,False,True,128,8,4,4096,6,6.0,60.0,1.9,533.4,0.697,2.12,1986,147,21.6,5.27,19759,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B32|fp8,shiftadd+token,adv,False,L2,F2,,32,token,shiftadd,False,True,128,8,4,4096,6,6.0,60.0,1.9,533.4,1.542,3.43,2908,226,21.6,5.27,19759,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B64|native,shiftadd+token,opt,True,L2,F2,,64,token,shiftadd,False,True,128,8,4,4096,6,6.0,66.1,1.0,967.5,0.315,0.98,1454,85,17.2,4.2,24805,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B64|native,shiftadd+token,central,True,L2,F2,,64,token,shiftadd,False,True,128,8,4,4096,6,6.0,66.1,1.0,967.5,0.622,1.7,1986,133,17.2,4.2,24805,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B64|native,shiftadd+token,adv,True,L2,F2,,64,token,shiftadd,False,True,128,8,4,4096,6,6.0,66.1,1.0,967.5,1.374,2.76,2908,202,17.2,4.2,24805,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B64|fp8,shiftadd+token,opt,False,L2,F2,,64,token,shiftadd,False,True,128,8,4,4096,6,6.0,66.1,1.0,967.5,0.314,0.94,1454,82,16.36,3.99,26080,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B64|fp8,shiftadd+token,central,False,L2,F2,,64,token,shiftadd,False,True,128,8,4,4096,6,6.0,66.1,1.0,967.5,0.618,1.62,1986,127,16.36,3.99,26080,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B64|fp8,shiftadd+token,adv,False,L2,F2,,64,token,shiftadd,False,True,128,8,4,4096,6,6.0,66.1,1.0,967.5,1.365,2.63,2908,194,16.36,3.99,26080,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B128|native,shiftadd+token,opt,True,L2,F2,,128,token,shiftadd,False,True,128,8,4,4096,6,6.0,75.2,0.6,1701.7,0.27,0.65,1454,69,11.04,2.7,38644,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B128|native,shiftadd+token,central,True,L2,F2,,128,token,shiftadd,False,True,128,8,4,4096,6,6.0,75.2,0.6,1701.7,0.529,1.12,1986,104,11.04,2.7,38644,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B128|native,shiftadd+token,adv,True,L2,F2,,128,token,shiftadd,False,True,128,8,4,4096,6,6.0,75.2,0.6,1701.7,1.166,1.82,2908,157,11.04,2.7,38644,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B128|fp8,shiftadd+token,opt,False,L2,F2,,128,token,shiftadd,False,True,128,8,4,4096,6,6.0,75.2,0.6,1701.7,0.269,0.63,1454,67,10.62,2.59,40174,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B128|fp8,shiftadd+token,central,False,L2,F2,,128,token,shiftadd,False,True,128,8,4,4096,6,6.0,75.2,0.6,1701.7,0.528,1.08,1986,101,10.62,2.59,40174,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B128|fp8,shiftadd+token,adv,False,L2,F2,,128,token,shiftadd,False,True,128,8,4,4096,6,6.0,75.2,0.6,1701.7,1.162,1.76,2908,152,10.62,2.59,40174,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B256|native,shiftadd+token,opt,True,L2,F2,,256,token,shiftadd,False,True,128,8,4,4096,6,6.0,75.2,0.3,3403.3,0.261,0.38,1454,49,6.03,1.47,70790,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B256|native,shiftadd+token,central,True,L2,F2,,256,token,shiftadd,False,True,128,8,4,4096,6,6.0,75.2,0.3,3403.3,0.508,0.65,1986,69,6.03,1.47,70790,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B256|native,shiftadd+token,adv,True,L2,F2,,256,token,shiftadd,False,True,128,8,4,4096,6,6.0,75.2,0.3,3403.3,1.113,1.06,2908,99,6.03,1.47,70790,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B256|fp8,shiftadd+token,opt,False,L2,F2,,256,token,shiftadd,False,True,128,8,4,4096,6,6.0,75.2,0.3,3403.3,0.261,0.37,1454,48,5.82,1.42,73348,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B256|fp8,shiftadd+token,central,False,L2,F2,,256,token,shiftadd,False,True,128,8,4,4096,6,6.0,75.2,0.3,3403.3,0.507,0.63,1986,68,5.82,1.42,73348,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+token|L8|B256|fp8,shiftadd+token,adv,False,L2,F2,,256,token,shiftadd,False,True,128,8,4,4096,6,6.0,75.2,0.3,3403.3,1.111,1.02,2908,97,5.82,1.42,73348,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B1|native,shiftadd+expert_stationary,opt,True,L2,F2,,1,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,18.4,18.4,54.3,1.261,7.45,1454,157,136.96,33.44,3116,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B1|native,shiftadd+expert_stationary,central,True,L2,F2,,1,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,18.4,18.4,54.3,2.551,12.96,1986,259,136.96,33.44,3116,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B1|native,shiftadd+expert_stationary,adv,True,L2,F2,,1,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,18.4,18.4,54.3,5.709,21.01,2908,407,136.96,33.44,3116,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B1|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,1,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,28.5,28.5,35.1,0.805,4.54,1454,150,83.13,20.3,5133,4.1,2.05,False,True,False
manySmall-4TB|shiftadd+expert_stationary|L8|B1|fp8,shiftadd+expert_stationary,central,False,L2,F2,,1,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,28.5,28.5,35.1,1.626,7.9,1986,245,83.13,20.3,5133,4.1,2.05,False,True,False
manySmall-4TB|shiftadd+expert_stationary|L8|B1|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,1,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,28.5,28.5,35.1,3.633,12.81,2908,385,83.13,20.3,5133,4.1,2.05,False,True,False
manySmall-4TB|shiftadd+expert_stationary|L8|B2|native,shiftadd+expert_stationary,opt,True,L2,F2,,2,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,29.1,14.5,68.7,0.789,4.44,1454,149,81.16,19.82,5258,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B2|native,shiftadd+expert_stationary,central,True,L2,F2,,2,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,29.1,14.5,68.7,1.592,7.71,1986,244,81.16,19.82,5258,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B2|native,shiftadd+expert_stationary,adv,True,L2,F2,,2,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,29.1,14.5,68.7,3.557,12.51,2908,384,81.16,19.82,5258,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B2|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,2,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,40.4,20.2,49.5,0.561,2.98,1454,141,54.25,13.24,7866,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B2|fp8,shiftadd+expert_stationary,central,False,L2,F2,,2,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,40.4,20.2,49.5,1.129,5.18,1986,229,54.25,13.24,7866,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B2|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,2,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,40.4,20.2,49.5,2.52,8.4,2908,360,54.25,13.24,7866,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B4|native,shiftadd+expert_stationary,opt,True,L2,F2,,4,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,41.2,10.3,97.1,0.55,2.91,1454,140,52.93,12.92,8063,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B4|native,shiftadd+expert_stationary,central,True,L2,F2,,4,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,41.2,10.3,97.1,1.106,5.06,1986,228,52.93,12.92,8063,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B4|native,shiftadd+expert_stationary,adv,True,L2,F2,,4,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,41.2,10.3,97.1,2.468,8.2,2908,358,52.93,12.92,8063,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B4|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,4,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,51.4,12.8,77.8,0.436,2.19,1454,132,39.47,9.64,10811,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B4|fp8,shiftadd+expert_stationary,central,False,L2,F2,,4,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,51.4,12.8,77.8,0.875,3.8,1986,215,39.47,9.64,10811,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B4|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,4,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,51.4,12.8,77.8,1.95,6.15,2908,336,39.47,9.64,10811,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B8|native,shiftadd+expert_stationary,opt,True,L2,F2,,8,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,52.7,6.6,151.9,0.425,2.11,1454,131,38.16,9.32,11182,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B8|native,shiftadd+expert_stationary,central,True,L2,F2,,8,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,52.7,6.6,151.9,0.852,3.67,1986,213,38.16,9.32,11182,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B8|native,shiftadd+expert_stationary,adv,True,L2,F2,,8,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,52.7,6.6,151.9,1.899,5.95,2908,333,38.16,9.32,11182,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B8|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,8,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,54.7,6.8,146.1,0.399,1.75,1454,116,31.43,7.67,13576,4.1,2.05,False,False,False
manySmall-4TB|shiftadd+expert_stationary|L8|B8|fp8,shiftadd+expert_stationary,central,False,L2,F2,,8,expert_stationary,shiftadd,False,True,128,8,4,4096,6,6.0,54.7,6.8,146.1,0.797,3.04,1986,186,31.43,7.67,13576,4.1,2.05,False,False,False
