name,family,case,qualifying,evidence,mod_class,unverified,batch,dataflow,reducer,cr_read,slc_mode,channels,dies_per_channel,planes_per_die,n_planes,tR_us,eff_tR_us,agg_tok_s,per_user_tok_s,tpot_ms,usd_per_Mtok,J_per_token,capex_usd,wall_W,sensed_GB_per_token,senses_per_token_M,macs_per_sense,raw_cap_TB,usable_cap_TB,hits_500_agg,hits_25_user,hits_0p10_dollar
znand-4TB|shiftadd+token|L4|B1|native,shiftadd+token,opt,True,L2,F2,,1,token,shiftadd,False,True,64,8,8,4096,3,3.0,18.4,18.4,54.3,1.099,7.45,1214,157,136.96,66.87,1558,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B1|native,shiftadd+token,central,True,L2,F2,,1,token,shiftadd,False,True,64,8,8,4096,3,3.0,18.4,18.4,54.3,2.321,12.96,1746,259,136.96,66.87,1558,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B1|native,shiftadd+token,adv,True,L2,F2,,1,token,shiftadd,False,True,64,8,8,4096,3,3.0,18.4,18.4,54.3,5.364,21.01,2668,407,136.96,66.87,1558,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B1|fp8,shiftadd+token,opt,False,L2,F2,,1,token,shiftadd,False,True,64,8,8,4096,3,3.0,28.5,28.5,35.1,0.701,4.54,1214,150,83.13,40.59,2567,4.1,2.05,False,True,False
znand-4TB|shiftadd+token|L4|B1|fp8,shiftadd+token,central,False,L2,F2,,1,token,shiftadd,False,True,64,8,8,4096,3,3.0,28.5,28.5,35.1,1.477,7.9,1746,245,83.13,40.59,2567,4.1,2.05,False,True,False
znand-4TB|shiftadd+token|L4|B1|fp8,shiftadd+token,adv,False,L2,F2,,1,token,shiftadd,False,True,64,8,8,4096,3,3.0,28.5,28.5,35.1,3.411,12.81,2668,385,83.13,40.59,2567,4.1,2.05,False,True,False
znand-4TB|shiftadd+token|L4|B2|native,shiftadd+token,opt,True,L2,F2,,2,token,shiftadd,False,True,64,8,8,4096,3,3.0,29.1,14.5,68.7,0.686,4.44,1214,149,81.16,39.63,2629,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B2|native,shiftadd+token,central,True,L2,F2,,2,token,shiftadd,False,True,64,8,8,4096,3,3.0,29.1,14.5,68.7,1.446,7.71,1746,244,81.16,39.63,2629,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B2|native,shiftadd+token,adv,True,L2,F2,,2,token,shiftadd,False,True,64,8,8,4096,3,3.0,29.1,14.5,68.7,3.339,12.51,2668,384,81.16,39.63,2629,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B2|fp8,shiftadd+token,opt,False,L2,F2,,2,token,shiftadd,False,True,64,8,8,4096,3,3.0,40.4,20.2,49.5,0.487,2.98,1214,141,54.25,26.49,3933,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B2|fp8,shiftadd+token,central,False,L2,F2,,2,token,shiftadd,False,True,64,8,8,4096,3,3.0,40.4,20.2,49.5,1.024,5.18,1746,229,54.25,26.49,3933,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B2|fp8,shiftadd+token,adv,False,L2,F2,,2,token,shiftadd,False,True,64,8,8,4096,3,3.0,40.4,20.2,49.5,2.363,8.4,2668,360,54.25,26.49,3933,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B4|native,shiftadd+token,opt,True,L2,F2,,4,token,shiftadd,False,True,64,8,8,4096,3,3.0,41.2,10.3,97.1,0.477,2.91,1214,140,52.93,25.84,4031,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B4|native,shiftadd+token,central,True,L2,F2,,4,token,shiftadd,False,True,64,8,8,4096,3,3.0,41.2,10.3,97.1,1.003,5.06,1746,228,52.93,25.84,4031,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B4|native,shiftadd+token,adv,True,L2,F2,,4,token,shiftadd,False,True,64,8,8,4096,3,3.0,41.2,10.3,97.1,2.315,8.2,2668,358,52.93,25.84,4031,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B4|fp8,shiftadd+token,opt,False,L2,F2,,4,token,shiftadd,False,True,64,8,8,4096,3,3.0,43.8,11.0,91.3,0.431,2.19,1214,116,39.47,19.27,5406,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B4|fp8,shiftadd+token,central,False,L2,F2,,4,token,shiftadd,False,True,64,8,8,4096,3,3.0,43.8,11.0,91.3,0.899,3.8,1746,186,39.47,19.27,5406,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B4|fp8,shiftadd+token,adv,False,L2,F2,,4,token,shiftadd,False,True,64,8,8,4096,3,3.0,43.8,11.0,91.3,2.068,6.15,2668,290,39.47,19.27,5406,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B8|native,shiftadd+token,opt,True,L2,F2,,8,token,shiftadd,False,True,64,8,8,4096,3,3.0,44.4,5.6,180.1,0.424,2.11,1214,114,38.16,18.63,5591,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B8|native,shiftadd+token,central,True,L2,F2,,8,token,shiftadd,False,True,64,8,8,4096,3,3.0,44.4,5.6,180.1,0.883,3.67,1746,183,38.16,18.63,5591,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B8|native,shiftadd+token,adv,True,L2,F2,,8,token,shiftadd,False,True,64,8,8,4096,3,3.0,44.4,5.6,180.1,2.031,5.95,2668,284,38.16,18.63,5591,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B8|fp8,shiftadd+token,opt,False,L2,F2,,8,token,shiftadd,False,True,64,8,8,4096,3,3.0,44.4,5.6,180.1,0.412,1.75,1214,98,31.43,15.35,6788,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B8|fp8,shiftadd+token,central,False,L2,F2,,8,token,shiftadd,False,True,64,8,8,4096,3,3.0,44.4,5.6,180.1,0.854,3.04,1746,155,31.43,15.35,6788,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B8|fp8,shiftadd+token,adv,False,L2,F2,,8,token,shiftadd,False,True,64,8,8,4096,3,3.0,44.4,5.6,180.1,1.96,4.93,2668,239,31.43,15.35,6788,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B16|native,shiftadd+token,opt,True,L2,F2,,16,token,shiftadd,False,True,64,8,8,4096,3,3.0,45.6,2.9,350.8,0.399,1.65,1214,95,29.59,14.45,7211,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B16|native,shiftadd+token,central,True,L2,F2,,16,token,shiftadd,False,True,64,8,8,4096,3,3.0,45.6,2.9,350.8,0.827,2.87,1746,151,29.59,14.45,7211,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B16|native,shiftadd+token,adv,True,L2,F2,,16,token,shiftadd,False,True,64,8,8,4096,3,3.0,45.6,2.9,350.8,1.899,4.65,2668,232,29.59,14.45,7211,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B16|fp8,shiftadd+token,opt,False,L2,F2,,16,token,shiftadd,False,True,64,8,8,4096,3,3.0,45.6,2.9,350.8,0.393,1.47,1214,87,26.22,12.8,8136,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B16|fp8,shiftadd+token,central,False,L2,F2,,16,token,shiftadd,False,True,64,8,8,4096,3,3.0,45.6,2.9,350.8,0.813,2.55,1746,136,26.22,12.8,8136,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B16|fp8,shiftadd+token,adv,False,L2,F2,,16,token,shiftadd,False,True,64,8,8,4096,3,3.0,45.6,2.9,350.8,1.863,4.13,2668,209,26.22,12.8,8136,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B32|native,shiftadd+token,opt,True,L2,F2,,32,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,1.5,679.8,0.377,1.31,1214,82,23.28,11.37,9165,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B32|native,shiftadd+token,central,True,L2,F2,,32,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,1.5,679.8,0.778,2.27,1746,127,23.28,11.37,9165,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B32|native,shiftadd+token,adv,True,L2,F2,,32,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,1.5,679.8,1.783,3.68,2668,193,23.28,11.37,9165,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B32|fp8,shiftadd+token,opt,False,L2,F2,,32,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,1.5,679.8,0.374,1.22,1214,77,21.6,10.55,9879,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B32|fp8,shiftadd+token,central,False,L2,F2,,32,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,1.5,679.8,0.771,2.12,1746,120,21.6,10.55,9879,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B32|fp8,shiftadd+token,adv,False,L2,F2,,32,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,1.5,679.8,1.765,3.43,2668,181,21.6,10.55,9879,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B64|native,shiftadd+token,opt,True,L2,F2,,64,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.7,1359.6,0.367,0.98,1214,66,17.2,8.4,12403,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B64|native,shiftadd+token,central,True,L2,F2,,64,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.7,1359.6,0.752,1.7,1746,100,17.2,8.4,12403,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B64|native,shiftadd+token,adv,True,L2,F2,,64,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.7,1359.6,1.719,2.76,2668,150,17.2,8.4,12403,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B64|fp8,shiftadd+token,opt,False,L2,F2,,64,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.7,1359.6,0.365,0.94,1214,64,16.36,7.99,13040,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B64|fp8,shiftadd+token,central,False,L2,F2,,64,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.7,1359.6,0.748,1.62,1746,96,16.36,7.99,13040,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B64|fp8,shiftadd+token,adv,False,L2,F2,,64,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.7,1359.6,1.71,2.63,2668,144,16.36,7.99,13040,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B128|native,shiftadd+token,opt,True,L2,F2,,128,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.4,2719.2,0.356,0.65,1214,51,11.04,5.39,19322,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B128|native,shiftadd+token,central,True,L2,F2,,128,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.4,2719.2,0.725,1.12,1746,73,11.04,5.39,19322,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B128|native,shiftadd+token,adv,True,L2,F2,,128,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.4,2719.2,1.653,1.82,2668,106,11.04,5.39,19322,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B128|fp8,shiftadd+token,opt,False,L2,F2,,128,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.4,2719.2,0.355,0.63,1214,50,10.62,5.19,20087,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B128|fp8,shiftadd+token,central,False,L2,F2,,128,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.4,2719.2,0.723,1.08,1746,71,10.62,5.19,20087,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B128|fp8,shiftadd+token,adv,False,L2,F2,,128,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.4,2719.2,1.649,1.76,2668,103,10.62,5.19,20087,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B256|native,shiftadd+token,opt,True,L2,F2,,256,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.2,5438.5,0.347,0.38,1214,38,6.03,2.94,35395,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B256|native,shiftadd+token,central,True,L2,F2,,256,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.2,5438.5,0.703,0.65,1746,51,6.03,2.94,35395,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B256|native,shiftadd+token,adv,True,L2,F2,,256,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.2,5438.5,1.6,1.06,2668,70,6.03,2.94,35395,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B256|fp8,shiftadd+token,opt,False,L2,F2,,256,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.2,5438.5,0.347,0.37,1214,37,5.82,2.84,36674,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B256|fp8,shiftadd+token,central,False,L2,F2,,256,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.2,5438.5,0.702,0.63,1746,50,5.82,2.84,36674,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L4|B256|fp8,shiftadd+token,adv,False,L2,F2,,256,token,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.2,5438.5,1.598,1.02,2668,68,5.82,2.84,36674,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B1|native,shiftadd+expert_stationary,opt,True,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,18.4,18.4,54.3,1.099,7.45,1214,157,136.96,66.87,1558,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B1|native,shiftadd+expert_stationary,central,True,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,18.4,18.4,54.3,2.321,12.96,1746,259,136.96,66.87,1558,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B1|native,shiftadd+expert_stationary,adv,True,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,18.4,18.4,54.3,5.364,21.01,2668,407,136.96,66.87,1558,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B1|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,28.5,28.5,35.1,0.701,4.54,1214,150,83.13,40.59,2567,4.1,2.05,False,True,False
znand-4TB|shiftadd+expert_stationary|L4|B1|fp8,shiftadd+expert_stationary,central,False,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,28.5,28.5,35.1,1.477,7.9,1746,245,83.13,40.59,2567,4.1,2.05,False,True,False
znand-4TB|shiftadd+expert_stationary|L4|B1|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,28.5,28.5,35.1,3.411,12.81,2668,385,83.13,40.59,2567,4.1,2.05,False,True,False
znand-4TB|shiftadd+expert_stationary|L4|B2|native,shiftadd+expert_stationary,opt,True,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,29.1,14.5,68.7,0.686,4.44,1214,149,81.16,39.63,2629,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B2|native,shiftadd+expert_stationary,central,True,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,29.1,14.5,68.7,1.446,7.71,1746,244,81.16,39.63,2629,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B2|native,shiftadd+expert_stationary,adv,True,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,29.1,14.5,68.7,3.339,12.51,2668,384,81.16,39.63,2629,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B2|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,40.4,20.2,49.5,0.487,2.98,1214,141,54.25,26.49,3933,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B2|fp8,shiftadd+expert_stationary,central,False,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,40.4,20.2,49.5,1.024,5.18,1746,229,54.25,26.49,3933,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B2|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,40.4,20.2,49.5,2.363,8.4,2668,360,54.25,26.49,3933,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B4|native,shiftadd+expert_stationary,opt,True,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,41.2,10.3,97.1,0.477,2.91,1214,140,52.93,25.84,4031,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B4|native,shiftadd+expert_stationary,central,True,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,41.2,10.3,97.1,1.003,5.06,1746,228,52.93,25.84,4031,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B4|native,shiftadd+expert_stationary,adv,True,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,41.2,10.3,97.1,2.315,8.2,2668,358,52.93,25.84,4031,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B4|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,43.8,11.0,91.3,0.431,2.19,1214,116,39.47,19.27,5406,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B4|fp8,shiftadd+expert_stationary,central,False,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,43.8,11.0,91.3,0.899,3.8,1746,186,39.47,19.27,5406,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B4|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,43.8,11.0,91.3,2.068,6.15,2668,290,39.47,19.27,5406,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B8|native,shiftadd+expert_stationary,opt,True,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,44.4,5.6,180.1,0.424,2.11,1214,114,38.16,18.63,5591,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B8|native,shiftadd+expert_stationary,central,True,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,44.4,5.6,180.1,0.883,3.67,1746,183,38.16,18.63,5591,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B8|native,shiftadd+expert_stationary,adv,True,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,44.4,5.6,180.1,2.031,5.95,2668,284,38.16,18.63,5591,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B8|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,44.4,5.6,180.1,0.412,1.75,1214,98,31.43,15.35,6788,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B8|fp8,shiftadd+expert_stationary,central,False,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,44.4,5.6,180.1,0.854,3.04,1746,155,31.43,15.35,6788,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B8|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,44.4,5.6,180.1,1.96,4.93,2668,239,31.43,15.35,6788,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B16|native,shiftadd+expert_stationary,opt,True,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,45.6,2.9,350.8,0.399,1.65,1214,95,29.59,14.45,7211,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B16|native,shiftadd+expert_stationary,central,True,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,45.6,2.9,350.8,0.827,2.87,1746,151,29.59,14.45,7211,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B16|native,shiftadd+expert_stationary,adv,True,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,45.6,2.9,350.8,1.899,4.65,2668,232,29.59,14.45,7211,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B16|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,45.6,2.9,350.8,0.393,1.47,1214,87,26.22,12.8,8136,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B16|fp8,shiftadd+expert_stationary,central,False,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,45.6,2.9,350.8,0.813,2.55,1746,136,26.22,12.8,8136,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B16|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,45.6,2.9,350.8,1.863,4.13,2668,209,26.22,12.8,8136,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B32|native,shiftadd+expert_stationary,opt,True,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,1.5,679.8,0.377,1.31,1214,82,23.28,11.37,9165,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B32|native,shiftadd+expert_stationary,central,True,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,1.5,679.8,0.778,2.27,1746,127,23.28,11.37,9165,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B32|native,shiftadd+expert_stationary,adv,True,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,1.5,679.8,1.783,3.68,2668,193,23.28,11.37,9165,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B32|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,1.5,679.8,0.374,1.22,1214,77,21.6,10.55,9879,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B32|fp8,shiftadd+expert_stationary,central,False,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,1.5,679.8,0.771,2.12,1746,120,21.6,10.55,9879,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B32|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,1.5,679.8,1.765,3.43,2668,181,21.6,10.55,9879,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B64|native,shiftadd+expert_stationary,opt,True,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.7,1359.6,0.367,0.98,1214,66,17.2,8.4,12403,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B64|native,shiftadd+expert_stationary,central,True,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.7,1359.6,0.752,1.7,1746,100,17.2,8.4,12403,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B64|native,shiftadd+expert_stationary,adv,True,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.7,1359.6,1.719,2.76,2668,150,17.2,8.4,12403,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B64|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.7,1359.6,0.365,0.94,1214,64,16.36,7.99,13040,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B64|fp8,shiftadd+expert_stationary,central,False,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.7,1359.6,0.748,1.62,1746,96,16.36,7.99,13040,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B64|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.7,1359.6,1.71,2.63,2668,144,16.36,7.99,13040,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B128|native,shiftadd+expert_stationary,opt,True,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.4,2719.2,0.356,0.65,1214,51,11.04,5.39,19322,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B128|native,shiftadd+expert_stationary,central,True,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.4,2719.2,0.725,1.12,1746,73,11.04,5.39,19322,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B128|native,shiftadd+expert_stationary,adv,True,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.4,2719.2,1.653,1.82,2668,106,11.04,5.39,19322,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B128|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.4,2719.2,0.355,0.63,1214,50,10.62,5.19,20087,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B128|fp8,shiftadd+expert_stationary,central,False,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.4,2719.2,0.723,1.08,1746,71,10.62,5.19,20087,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B128|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.4,2719.2,1.649,1.76,2668,103,10.62,5.19,20087,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B256|native,shiftadd+expert_stationary,opt,True,L2,F2,,256,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.2,5438.5,0.347,0.38,1214,38,6.03,2.94,35395,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B256|native,shiftadd+expert_stationary,central,True,L2,F2,,256,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.2,5438.5,0.703,0.65,1746,51,6.03,2.94,35395,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B256|native,shiftadd+expert_stationary,adv,True,L2,F2,,256,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.2,5438.5,1.6,1.06,2668,70,6.03,2.94,35395,4.1,2.05,False,False,False
